ID,Title,Automatable,Automated,Deprecated TestCase,Priority,Section,Section Depth,Section Description,Section Hierarchy,Suite,Test Sub-type,Type,UI Case
C2055994,Verify the Transaction Event with x-tp-result field and scanning malicious file, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2055995,Verify the Transaction Event with x-tp-result field and timeout file, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2055996,Verify the Transaction Event with x-tp-result field and Max size exceeded, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2055997,Verify the Transaction Event with x-tp-result field and Hold Patient 0, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2055998,Verify the Transaction Event with x-tp-result field and NotScannable, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2055999,Verify the Transaction Event with x-rs-file-sha256, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056000,Verify the Transaction Event with x-tp-severity, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056001,Verify the Transaction Event with x-tp-malware-name, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056002,Verify the Transaction Event with x-tp-engine, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087537,Verify the Transaction Event with x-action and x-action-reason with RTP action set to block, Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087538,Verify the Transaction Event with x-action and x-action-reason with RTP action set to allow, Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087539,Verify the Transaction Event with x-action and x-action-reason with RTP action set to bypass, Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087540,Verify the Transaction Event with x-action and x-action-reason with default RTP policy allow, Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087541,"Verify the Transaction Event with x-action and x-action-reason with RTP action set to alert
and user will proceed", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087542,"Verify the Transaction Event with x-action and x-action-reason with RTP action set to alert
and user will cancel", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087543,"Verify the Transaction Event with x-action and x-action-reason with RTP action set to alert
and timeout", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087544,Verify the Transaction Event with x-action and x-action-reason with SAML authentication, Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087545,Verify the Transaction Event with x-action and x-action-reason with SAML authentication failed, Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087546,"Verify the Transaction Event with x-action and x-action-reason with RTP action set to block
and SSL not Decrypt", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087547,"Verify the Transaction Event with x-action and x-action-reason with RTP action set to allow
and SSL not Decrypt", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087548,"Verify the Transaction Event with x-action and x-action-reason with RTP action set to bypassed
and SSL not Decrypt", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087549,"Verify the Transaction Event with x-action and x-action-reason with default RTP policy allow
and SSL not Decrypt", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087550,"Verify the Transaction Event with x-action and x-action-reason with RTP action set to alert
and user will proceed while SSL not Decrypt", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087551,"Verify the Transaction Event with x-action and x-action-reason with RTP action set to alert
and user will cancel while SSL not Decrypt", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087552,"Verify the Transaction Event with x-action and x-action-reason with RTP action set to alert
and timeout while SSL not Decrypt", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Positive test case,Functional, No
C2087553,"Verify the Transaction Event with x-action and x-action-reason with SAML authentication 
and SSL not Decrypt", Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Negative test case,Functional, No
C2087554,Verify the Transaction Event with x-action and x-action-reason with SSL handshake error, Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Negative test case,Functional, No
C2087555,Verify the Transaction Event with x-action and x-action-reason with DNS Resolution Error, Yes,Yes,No,Critical (P1),NSProxy,2,,Datapath(SWG) - Taiwan QE > Transaction Event v4 > NSProxy,SWG/N4W, Negative test case,Functional, No
C2056415,Verify default behavior when urlc_lookup_api_enabled is not exist, No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056416,"Verify when urlc_lookup_api_enabled feature flag is set to 1, user is allowed to call the URL lookup API", Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056417,"Verify when urlc_lookup_api_enabled feature flag is set to 0, user is not allowed to call the URL lookup API", Yes,Yes,Yes,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056418,Verify when urlc_lookup_api_enabled feature flag is set to invalid value, No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056419,Verify when urlc_lookup_api_enabled feature flag is set to empty, No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056420,"Verify default behavior when advanced_urlc_enabled is not exist, the tenantâ€™s rate limit will be 1000 configured in values", No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056421,Verify when advanced_urlc_enabled feature flag is set to invalid value, No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056422,Verify when advanced_urlc_enabled feature flag is set to empty, No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056423,"Verify when advanced_urlc_enabled feature flag is set to 0, the tenantâ€™s rate limit will be 1000 configured in values", Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056424,"Verify when advanced_urlc_enabled feature flag is set to 1 and urlc_lookup_api_rate_limit not exist, the tenantâ€™s rate limit will be 5000", No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056425,"Verify when advanced_urlc_enabled feature flag is set to 1 and urlc_lookup_api_rate_limit is >5000 , the tenantâ€™s rate limit will be set as urlc_lookup_api_rate_limit", Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056426,Verify when advanced_urlc_enabled feature flag is set to 1 and urlc_lookup_api_rate_limit is set to 4999, Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056427,"Verify when advanced_urlc_enabled feature flag is set to 1 and urlc_lookup_api_rate_limit is -1 , the tenant rate limit will be set as unlimted", Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056428,"Verify default behavior when urlc_lookup_api_rate_limit is not exist, the tenantâ€™s rate limit will be 5000", No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056429,"Verify when urlc_lookup_api_rate_limit feature flag is set to invalid value """"a""""", Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056430,"Verify when urlc_lookup_api_rate_limit feature flag is set to invalid value """"10.3""""", Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056431,Verify when urlc_lookup_api_rate_limit feature flag is set to empty, Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056432,Verify endpoint process bulk URL lookup request containing multiple URLs, Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056433,Verify swg-api-service process a valid bulk URL lookup request to the /api/v2/nsiq/url-lookup endpoint with a set of URLs., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056434,Verify swg-api-service process a bulk URL lookup request to the /api/v2/nsiq/url-lookup endpoint with the maximum allowed number of URLs., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056435,Verify swg-api-service handle a bulk URL lookup request to the /api/v2/nsiq/url-lookup endpoint with URLs exceeding the maximum request size limit., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056436,Verify swg-api-service process a bulk URL lookup request to the /api/v2/nsiq/url-lookup endpoint containing only a single URL., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056437,Verify swg-api-service handle an empty payload bulk URL lookup request to the /api/v2/nsiq/url-lookup endpoint., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056438,Verify swg-api-service handle a bulk URL lookup request to the /api/v2/nsiq/url-lookup endpoint containing duplicate URLs., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056439,Verify swg-api-service handle a bulk URL lookup request to the /api/v2/nsiq/url-lookup endpoint containing URLs with invalid formats., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056440,Verify swg-api-service handle a bulk URL lookup request to the /api/v2/nsiq/url-lookup endpoint with large payload, Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056441,Verify swg-api-service process bulk URL lookup requests and verify the presence of rate limit-related headers in the API response., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056442,Verify swg-api-service handle bulk URL lookup request exceeding Rate Limit (daily quota) for a tenant, Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056443,Verify the rate limit reset by swg-api-service after reaching the daily quota for bulk URL lookup requests., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056444,Verify adjust the rate limit configuration for a specific tenant and send bulk URL lookup requests., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056445,Verify swg-api-service process multiple bulk URL lookup requests from multiple tenants to the /api/v2/nsiq/url-lookup endpoint concurrently., No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056446,Verify swg-api-service handle a bulk URL lookup request with an valid JSON payload with missing fields., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056447,Verify swg-api-service handle a bulk URL lookup request with an invalid JSON payload., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056448,Verify swg-api-service handle a bulk URL lookup request with an empty array of URLs., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056449,Verify swg-api-service handle a bulk URL lookup request with URLs exceeding the maximum allowed length. (URL maximum length 64KB), Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056450,Verify swg-api-service handle a bulk URL lookup request with an empty payload., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056451,Verify swg-api-service handle a bulk URL lookup request with missing required fields in the JSON payload., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056452,Verify swg-api-service handle provisoiner unavailability., No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056453,Verify swg-api-service handle api-connector failed, No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056454,Verify swg-api-service handle unavailability of NSProxy used for URL lookup., No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056455,Verify the swg-api-service's ability to establish a connection with the Redis cluster., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056456,Verify swg-api-service handle bulk URL lookup requests to trigger rate limit updates and store data in Redis., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056457,Verify swg-api-service handle Redis unavailability and observe swg-api-service's fail-open behavior., No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056458,Verify swg-api-service handle Redis restore after a period of unavailability and observe recovery behavior., No,No,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056524,Verify swg-api-service handle a bulk URL lookup request to the /api/v2/nsiq/url-lookup endpoint with URLs exceedingthe maximum allowed number of URLs., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Negative test case,Functional, No
C2056527,Verify swg-api-service handle a bulk URL lookup request with an empty string in urls array., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2100065,Verify swg-api-service process url lookup and the DNS resolution is performed by default when the disable_dns_lookup flag is not specified in the request., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2100066,Verify swg-api-service process url lookup and the DNS resolution is not performed when the disable_dns_lookup flag is set to true in the request., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2100067,Verify swg-api-service process url lookup and the DNS resolution is performed when the disable_dns_lookup flag is set to false., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2100068,Verify swg-api-service handles invalid values for the disable_dns_lookup., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2100069,Verify swg-api-service handles empty values for the disable_dns_lookup., Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2100070,Verify the bulk URL lookup with 100 IP address URL lookup, Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2100071,Verify swg-api-service process url lookup and the DNS resolution result is matching the custom url list of IP, Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2100072,Verify swg-api-service process url lookup and the DNS resolution result is matching the custom url list of range IP, Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2100073,Verify swg-api-service process url lookup and the DNS resolution result is matching the custom url list of CIDR IP, Yes,Yes,No,Major (P2),SWG-API-Service,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > SWG-API-Service,SWG/N4W, Positive test case,Functional, No
C2056459,Verify NSProxy process a bulk URL lookup request containing multiple URLs, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056460,Verify NSProxy process a bulk URL lookup request to NSProxy with the maximum allowed number of URLs (100 URL per request), Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056461,Verify NSProxy process a bulk URL lookup request to NSProxy exceed maximum allowed number of URLs (100 URL per request), Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Negative test case,Functional, No
C2056462,Verify NSProxy handle a bulk URL lookup request to NSProxy with URLs exceeding the maximum request size limit., Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056463,Verify NSProxy process a bulk URL lookup request to NSProxy containing only a single URL., Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056464,Verify NSProxy process a bulk URL lookup request containing duplicate URLs to NSProxy., Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056465,Verify NSProxy handle bulk URL lookup request with invalid json payload, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Negative test case,Functional, No
C2056466,Verify NSProxy handle a bulk URL lookup request to NSProxy containing URLs with invalid formats, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Negative test case,Functional, No
C2056467,Verify NSProxy process Bulk URL Lookup Request with Empty URL List, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056468,Verify NSProxy process Bulk URL Lookup Request with Large Payload, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056469,Verify NSProxy process Bulk URL Lookup Request matched exact urllist, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056470,Verify NSProxy process Bulk URL Lookup Request matched regex urllist, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056471,Verify NSProxy process a bulk URL lookup request with header (x-ns-url-cat: 2) set to a valid value., Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056472,Verify NSProxy process a bulk URL lookup request with header (x-ns-url-cat: 1) set to a valid value., Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056473,Verify NSProxy process a bulk URL lookup request without header (x-ns-url-cat), Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056474,Verify NSProxy process a bulk URL lookup request with the header (x-ns-url-cat: 3) set to invalid value., Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Negative test case,Functional, No
C2056475,Verify NSProxy process a bulk URL lookup request with header (x-ns-url-cat: ) missing value, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Negative test case,Functional, No
C2056476,Verify NSProxy handle a bulk URL lookup request without header (x-ns-tenant-id), Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Negative test case,Functional, No
C2056477,Verify NSProxy handle a bulk URL lookup request with header (x-ns-tenant-id) set to non-exist tenant id, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056478,Verify NSProxy process a bulk URL lookup request containing single IP match custom url list (IP), Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056479,Verify NSProxy process a bulk URL lookup request containing IP match custom url list (IP range), Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056480,Verify NSProxy process a bulk URL lookup request containing IP match custom url list (CIDR range), Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056481,Verify NSProxy proces bulk URL lookup requests to NSProxy and verify the format of the responses., Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056482,Verify NSProxy proces bulk URL lookup request to NSProxy and verify that all required information is included in the response., Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056483,Verify NSProxy process bulk URL lookup request and examine the categorization of URLs with predefined categories., Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056484,Verify NSProxy proces bulk URL lookup request to NSProxy and examine the categorization of URLs with custom categories., Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056485,Verify NSProxy proces bulk URL lookup request to NSProxy and verify the inclusion of the dynamic classification flag in the response where the dynamic_classification is false, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
C2056486,Verify NSProxy proces bulk URL lookup request to NSProxy and verify the inclusion of the dynamic classification flag in the response where the dynamic_classification is true, Yes,Yes,No,Major (P2),NSProxy,2,,Datapath(SWG) - Taiwan QE > Bulk URL Lookup > NSProxy,SWG/N4W, Positive test case,Functional, No
